Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Average_Rating;Rating_Count;Gross_Sales_EUR;Publisher_Revenue_EUR;Publisher;Adapted_to_Film;Genre
2007;Heart-Shaped Box;Joe Hill;en;Intermediate;3.82;65005;331.89;0.00;Amazon Digital Services,  Inc,;0;Horror
2010;Cabin Fever;Jeff Kinney;en;Excellent;4.21;63347;1330890.00;798534.00;Penguin;0;Children’s
2008;The Way of Shadows;Brent Weeks;en;Excellent;4.29;174000;442.89;0.00;Amazon Digital Services,  Inc,;0;Fantasy
2005;Everyone Worth Knowing;Lauren Weisberger;en;Novice;3.39;59932;109.89;0.00;Amazon Digital Services,  Inc,;0;Nonfiction
1986;Redwall;Brian Jacques;en;Excellent;4.11;73918;331.89;0.00;Amazon Digital Services,  Inc,;1;Children’s
2016;The Woman in Cabin 10;Ruth Ware;en;Intermediate;3.67;90541;109890.00;65934.00;Amazon Digital Services,  Inc,;0;Thriller
1979;Sophie's Choice;William Styron;en;Excellent;4.18;66923;220890.00;132534.00;Amazon Digital Services,  Inc,;1;Historical Fiction
2004;Shopaholic and Sister;Sophie Kinsella;en;Intermediate;3.64;69007;331.89;0.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2010;The Iron Daughter;Julie Kagawa;en;Excellent;4.13;93340;331.89;0.00;Amazon Digital Services,  Inc,;0;Young Adult
2000;The Prayer of Jabez:  Breaking Through to the Blessed Life;Bruce H, Wilkinson;en;Intermediate;3.92;57468;899.10;539.46;Amazon Digital Services,  Inc,;0;Historical Fiction
2012;The Age of Miracles;Karen Thompson Walker;en;Intermediate;3.64;61296;1314240.00;788544.00;Random;0;Science Fiction
2009;Have a Little Faith: A True Story;Mitch Albom;en;Excellent;4.16;60002;220890.00;132534.00;Hachette;0;Memoir
2006;My Life in France;Julia Child, Alex Prud'Homme;en;Excellent;4.16;63100;1330890.00;798534.00;Penguin;0;Memoir
2014;The Rosie Effect;Graeme Simsion;en;Intermediate;3.56;27308;1225440.00;735264.00;Macmillan;0;Romance
2011;The Secret of the Nagas,;Amish Tripathi;en;Intermediate;3.98;50158;109890.00;65934.00;Amazon Digital Services,  Inc,;0;Fantasy
1982;Ham on Rye;Charles Bukowski;en;Excellent;4.16;54140;196.47;0.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2001;Flipped;Wendelin Van Draanen;en;Intermediate;3.94;79264;109.89;0.00;Amazon Digital Services,  Inc,;1;Young Adult
2003;Emotional Intelligence 2,0;Travis Bradberry, Jean Greaves, Patrick Lencioni;en;Intermediate;3.81;53384;109.89;0.00;Amazon Digital Services,  Inc,;0;Philosophy
1941;Make Way for Ducklings;Robert McCloskey;en;Excellent;4.21;70704;637140.00;382284.00;Harper;1;Children’s
1995;Relic;Douglas Preston, Lincoln Child;en;Excellent;4.01;68011;858030.00;514818.00;Hachette;0;Thriller
1995;Notes from a Small Island;Bill Bryson;en;Excellent;3.91;66947;442.89;0.00;Amazon Digital Services,  Inc,;0;Horror
2008;Small Favor;Jim Butcher;en;Excellent;4.43;70029;1219890.00;731934.00;Random;0;Fantasy
2009;The Walking Dead Compendium Volume 1;Robert Kirkman;en;Famous;4.43;57764;331.89;0.00;Amazon Digital Services,  Inc,;1;Graphic Novel
2005;Princess Academy;Shannon Hale;en;Excellent;4.01;82470;1414140.00;848484.00;Simon and Schuster Digital Sales Inc;0;Young Adult
2015;Everything, Everything;Nicola Yoon, David Yoon;en;Excellent;4.11;132552;331.89;0.00;Amazon Digital Services,  Inc,;1;Young Adult
2012;Flight Behavior;Barbara Kingsolver;en;Intermediate;3.75;57078;109890.00;65934.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2008;Grip of the Shadow Plague;Brandon Mull;en;Excellent;4.26;65638;548.90;0.00;Amazon Digital Services,  Inc,;0;Fantasy
1999;Bridget Jones: The Edge of Reason;Helen Fielding;en;Intermediate;3.53;73093;1098.90;659.34;Amazon Digital Services,  Inc,;1;Romance
1994;Captain Corelli's Mandolin;Louis de BerniÃÂ¨res;en;Intermediate;3.95;57583;108.90;65.34;Amazon Digital Services,  Inc,;1;Historical Fiction
2004;At First Sight;Nicholas Sparks;en;Excellent;3.81;62219;108.90;65.34;Amazon Digital Services,  Inc,;0;Romance
2000;Down Under;Bill Bryson;en;Excellent;4.05;58688;438.90;0.00;Amazon Digital Services,  Inc,;0;Horror
2012;The Orphan Master's Son;Adam Johnson;en;Excellent;4.06;52765;108.90;65.34;Macmillan;0;Historical Fiction
1984;Enchanters' End Game;David Eddings;en;Excellent;4.17;69134;438.90;0.00;Amazon Digital Services,  Inc,;0;Fantasy
2003;Persepolis;Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh;en;Excellent;4.36;71353;108.90;0.00;Amazon Digital Services,  Inc,;1;Graphic Novel
1967;The Chosen;Chaim Potok;en;Excellent;4.03;70701;218.90;131.34;Amazon Digital Services,  Inc,;0;Historical Fiction
1958;The Agony and the Ecstasy: A Biographical Novel of Michelangelo;Irving Stone;en;Excellent;4.09;61256;438.90;0.00;Amazon Digital Services,  Inc,;0;Graphic Novel
2008;El juego del ÃÂ¡ngel;Carlos Ruiz ZafÃÂ³n, Lucia Graves;en;Intermediate;3.86;46225;1351.90;811.14;Harper;0;Thriller
2004;Where Rainbows End;Cecelia Ahern;en;Intermediate;3.95;55236;1208.90;725.34;Random;1;Romance
1963;Amelia Bedelia;Peggy Parish, Fritz Siebel;en;Excellent;4.15;72329;878.90;527.34;Penguin;0;Children’s
2012;This Man;Jodi Ellen Malpas;en;Excellent;4.13;79461;108.90;65.34;Amazon Digital Services,  Inc,;0;Romance
2010;A Dog's Purpose ;W, Bruce Cameron;en;Excellent;4.35;65091;328.90;0.00;Amazon Digital Services,  Inc,;1;Fiction
2015;An Ember in the Ashes;Sabaa Tahir;en;Excellent;4.32;45492;603.90;362.34;Harper;0;Young Adult
2008;Lover Enshrined, part one;J,R, Ward;en;Excellent;4.12;87432;988.90;593.34;Random;0;Romance
2013;The Golem and the Jinni;Helene Wecker;en;Excellent;4.10;59650;438.90;0.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2003;The Slippery Slope;Lemony Snicket, Brett Helquist;en;Excellent;4.00;81362;988.90;593.34;Penguin;0;Young Adult
1938;Caps for sale: a tale of a peddler, some monkeys and their monkey business;Esphyr Slobodkina;en;Excellent;4.12;72504;548.90;329.34;Amazon Digital Services,  Inc,;0;Children’s
2004;Furies of Calderon ;Jim Butcher;en;Excellent;4.12;70269;108.90;0.00;Amazon Digital Services,  Inc,;0;Fantasy
1983;Alanna: The First Adventure;Tamora Pierce;en;Excellent;4.27;85699;1867.80;1120.68;Penguin;0;Young Adult
2009;Her Fearful Symmetry;Audrey Niffenegger;en;Famous;3.23;63737;416.90;250.14;Harper;0;Nonfiction
2014;The Boston Girl;Anita Diamant;en;Intermediate;3.79;51603;548.90;0.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2009;Lover Enshrined, part two;J,R, Ward;en;Excellent;4.38;84650;493.90;296.34;Macmillan;0;Romance
1990;The Fall of Hyperion;Dan Simmons;en;Excellent;4.18;63235;641.30;384.78;Simon and Schuster Digital Sales Inc;0;Science Fiction
1987;The Black Dahlia;James Ellroy;en;Intermediate;3.75;61412;1088910.00;653346.00;Random;1;Thriller
1991;Wild Swans: Three Daughters of China;Jung Chang;en;Excellent;4.23;60193;434910.00;260946.00;Harper;0;Biography
1961;Go, Dog, Go!;P,D, Eastman;en;Excellent;4.08;66360;1160.85;696.51;Penguin;0;Children’s
1937;Little House;Laura Ingalls Wilder, Garth Williams;en;Excellent;4.19;74666;516660.00;309996.00;Harper;1;Children’s
2015;Finders Keepers;Stephen King;en;Excellent;4.03;36541;107.91;0.00;Amazon Digital Services,  Inc,;0;Thriller
2009;The Strain;Guillermo del Toro, Chuck Hogan;en;Intermediate;3.77;58631;107910.00;64746.00;Amazon Digital Services,  Inc,;1;Historical Fiction
1956;Old Yeller;Fred Gipson;en;Excellent;4.06;69815;1502020.00;901212.00;Macmillan;1;Children’s
2007;Born Standing Up: A Comic's Life;Steve Martin;en;Intermediate;3.87;60869;107910.00;64746.00;Amazon Digital Services,  Inc,;0;Biography
2005;PostSecret: Extraordinary Confessions from Ordinary Lives;Frank Warren;en;Excellent;4.01;58841;107.91;0.00;Amazon Digital Services,  Inc,;0;Nonfiction
2000;A Storm of Swords: Part 2 Blood and Gold;George R,R, Martin;en;Famous;4.56;54977;325.91;0.00;Amazon Digital Services,  Inc,;0;Fantasy
1952;The Borrowers Afield;Mary Norton, Beth Krush, Joe Krush;en;Excellent;4.02;74820;706320.00;423792.00;Hachette;1;Children’s
1999;Hearts in Atlantis;Stephen King;en;Excellent;3.80;65063;216910.00;130146.00;Macmillan;0;Horror
2003;The Queen's Fool;Philippa Gregory;en;Intermediate;3.83;69504;598410.00;359046.00;Penguin;0;Historical Fiction
2012;Days of Blood & Starlight;Laini Taylor;en;Excellent;4.21;85746;325910.00;195546.00;Simon and Schuster Digital Sales Inc;0;Fantasy
1984;Jitterbug Perfume;Tom Robbins;en;Excellent;4.24;48277;325.91;0.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2006;The Battle for Skandia (Ranger's Apprentice, #4);John Flanagan;en;Excellent;4.32;60959;325910.00;195546.00;Amazon Digital Services,  Inc,;0;Young Adult
2012;The Darkest Minds;Alexandra Bracken;en;Excellent;4.26;83886;620210.00;372126.00;Amazon Digital Services,  Inc,;1;Young Adult
2005;O Zahir;Paulo Coelho, Margaret Jull Costa;en;Intermediate;3.56;50921;434.91;0.00;Hachette;0;Historical Fiction
1952;The Power of Positive Thinking;Norman Vincent Peale;en;Excellent;4.08;52704;325.91;0.00;Amazon Digital Services,  Inc,;0;Nonfiction
2015;In a Dark, Dark Wood ;Ruth Ware;en;Intermediate;3.65;67344;107.91;0.00;Amazon Digital Services,  Inc,;0;Thriller
2006;Fairy Tail 1;Hiro Mashima, William Flanagan;en;Famous;4.40;65477;434.91;0.00;Amazon Digital Services,  Inc,;1;Fantasy
2014;The Slow Regard of Silent Things;Patrick Rothfuss, Nate  Taylor;en;Intermediate;3.92;57716;434.91;0.00;Amazon Digital Services,  Inc,;0;Fantasy
2010;Lover Avenged, part one;J,R, Ward;en;Excellent;4.41;82824;543.91;0.00;Random;0;Romance
1999;In the Heart of the Sea: The Tragedy of the Whaleship Essex;Nathaniel Philbrick;en;Excellent;4.16;57259;107.91;0.00;Amazon Digital Services,  Inc,;1;Nonfiction
2006;Infidel;Ayaan Hirsi Ali;en;Excellent;4.20;58432;107.91;0.00;Amazon Digital Services,  Inc,;0;Biography
2007;The Black Swan: The Impact of the Highly Improbable;Nassim Nicholas Taleb;en;Intermediate;3.88;53586;761.91;0.00;Amazon Digital Services,  Inc,;0;Nonfiction
2012;The Twelve;Justin Cronin;en;Intermediate;3.98;56756;538.92;0.00;Amazon Digital Services,  Inc,;0;Horror
1962;One day in the life of Ivan Denisovich;Aleksandr Solzhenitsyn, H,T, Willetts;en;Intermediate;3.94;121000;646920.00;388152.00;Amazon Digital Services,  Inc,;0;Science Fiction
1995;The Diamond Age;Neal Stephenson;en;Excellent;4.19;61836;970920.00;582552.00;Hachette;0;Science Fiction
1959;A Canticle for Leibowitz;Walter M, Miller Jr,;en;Intermediate;3.97;66721;106.92;0.00;Macmillan;0;Science Fiction
2009;Brooklyn;Colm Toibin;en;Intermediate;3.63;55459;1659960.00;995976.00;Amazon Digital Services,  Inc,;1;Nonfiction
2011;Wither;Lauren DeStefano;en;Intermediate;3.81;84776;412.56;0.00;Amazon Digital Services,  Inc,;0;Dystopian
2016;Hillbilly Elegy, A Memoir of a Family and Culture in Crisis;J,D, Vance;en;Intermediate;3.99;80737;430.92;0.00;Amazon Digital Services,  Inc,;1;Memoir
2003;Crossroads of Twilight;Robert Jordan;en;Excellent;3.82;61361;430.92;0.00;Amazon Digital Services,  Inc,;0;Fantasy
2014;What If?: Serious Scientific Answers to Absurd Hypothetical Questions;Randall Munroe;en;Excellent;4.17;60236;1150.20;690.12;Penguin;0;Science Fiction
1999;Gardens of the Moon;Steven Erikson;en;Intermediate;3.85;57993;430.92;0.00;Penguin;0;Fantasy
2006;A Bruxa de Portobello;Paulo Coelho;en;Intermediate;3.51;51461;1327320.00;796392.00;Amazon Digital Services,  Inc,;0;Fiction
1978;A Swiftly Tilting Planet;Madeleine L'Engle;en;Excellent;4.13;75851;322.92;0.00;Harper;0;Fantasy
2003;Gregor the Overlander;Suzanne Collins;en;Famous;3.99;66823;322.92;0.00;Amazon Digital Services,  Inc,;0;Fantasy
2011;Sing You Home;Jodi Picoult;en;Intermediate;3.76;62494;516240.00;309744.00;Amazon Digital Services,  Inc,;0;Romance
1992;The Tale of the Body Thief;Anne Rice;en;Excellent;3.70;67267;214920.00;128952.00;Amazon Digital Services,  Inc,;0;Science Fiction
2005;The Camel Club;David Baldacci;en;Excellent;4.02;58973;139320.00;83592.00;Harper;0;Thriller
2006;Saving The World and Other Extreme Sports;James Patterson;en;Excellent;4.16;75436;748440.00;449064.00;Amazon Digital Services,  Inc,;0;Young Adult
1996;Blood of the Fold;Terry Goodkind;en;Excellent;3.98;60624;106920.00;64152.00;Hachette;0;Fantasy
2006;The Boleyn Inheritance;Philippa Gregory;en;Intermediate;3.84;62135;646920.00;388152.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2015;A Spool of Blue Thread;Anne Tyler;en;Novice;3.40;42339;1186920.00;712152.00;Hachette;0;Historical Fiction
2016;The Underground Railroad;Colson Whitehead;en;Excellent;4.04;72052;538.92;0.00;Penguin;1;Historical Fiction
2007;Masquerade;Melissa de la Cruz;en;Intermediate;3.91;76598;106920.00;64152.00;Amazon Digital Services,  Inc,;0;Young Adult
2011;The Iron Queen;Julie Kagawa;en;Excellent;4.24;82373;430.92;0.00;Amazon Digital Services,  Inc,;0;Young Adult
2012;Losing It;Cora Carmack;en;Intermediate;3.77;84438;538920.00;323352.00;Amazon Digital Services,  Inc,;0;Romance
2012;The Racketeer;John Grisham;en;Intermediate;3.79;48286;322920.00;193752.00;Harper;0;Thriller
1999;Disgrace;J,M, Coetzee;en;Intermediate;3.83;50422;1078920.00;647352.00;Amazon Digital Services,  Inc,;1;Historical Fiction
1928;The House at Pooh Corner;A,A, Milne, Ernest H, Shepard;en;Excellent;4.36;69102;214.92;0.00;Random;1;Children’s
2010;The Black Prism;Brent Weeks;en;Excellent;4.24;58906;430.92;0.00;Amazon Digital Services,  Inc,;0;Fantasy
2004;The Mermaid Chair;Sue Monk Kidd;en;Novice;3.10;62760;322.92;0.00;Amazon Digital Services,  Inc,;1;Historical Fiction
1970;Frog and Toad Are Friends;Arnold Lobel;en;Excellent;4.18;70119;322920.00;193752.00;Amazon Digital Services,  Inc,;1;Children’s
2002;The Carnivorous Carnival;Lemony Snicket, Brett Helquist;en;Excellent;3.97;83981;105.93;0.00;Harper;0;Children’s
2010;Heist Society;Ally Carter;en;Intermediate;3.91;75834;854930.00;512958.00;Amazon Digital Services,  Inc,;0;Young Adult
2016;Behind Closed Doors;B,A, Paris;en;Intermediate;3.93;57865;919130.00;551478.00;Random;0;Thriller
1974;The Killer Angels;Michael Shaara;en;Excellent;4.30;58372;105930.00;63558.00;Penguin;1;Historical Fiction
1995;Circus of the Damned (Anita Blake, Vampire Hunter, #3);Laurell K, Hamilton;en;Excellent;4.16;73883;426930.00;256158.00;Amazon Digital Services,  Inc,;0;Fantasy
2006;Ptolemy's Gate;Jonathan Stroud;en;Excellent;4.24;63838;1272230.00;763338.00;Penguin;0;Science Fiction
2012;Opal;Jennifer L, Armentrout;en;Excellent;4.34;92014;105.93;0.00;Amazon Digital Services,  Inc,;0;Memoir
2008;Zeitoun;Dave Eggers;en;Excellent;4.08;55398;408.74;0.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2010;Out of My Mind;Sharon M, Draper;en;Excellent;4.37;63756;319.93;0.00;Amazon Digital Services,  Inc,;0;Romance
2012;Rapture;Lauren Kate;en;Excellent;4.03;79360;1282930.00;769758.00;Amazon Digital Services,  Inc,;0;Romance
2010;Switched;Amanda Hocking;en;Intermediate;3.89;45319;640930.00;384558.00;Random;0;Young Adult
1957;Doctor Zhivago;Boris Pasternak, Max Hayward, Manya Harari, John Bayley;en;Excellent;4.03;100906;854930.00;512958.00;Macmillan;1;Nonfiction
2015;Ugle Love;Colleen Hoover;en;Excellent;4.25;2201359;1175930.00;705558.00;Harper;1;Romance
2012;Pines;Blake Crouch;en;Intermediate;3.88;34789;105.93;0.00;Amazon Digital Services,  Inc,;1;Science Fiction
1994;Disclosure;Michael Crichton;en;Intermediate;3.76;57818;854930.00;512958.00;Amazon Digital Services,  Inc,;0;Science Fiction
2012;Death Comes to Pemberley;P,D, James;en;Novice;3.21;65906;426930.00;256158.00;Random;1;Mystery
1992;A Map of the World;Jane Hamilton, Frank  Muller, C,J, Critt;en;Intermediate;3.78;61347;324210.00;194526.00;Harper;0;Historical Fiction
2016;It Ends with Us;Colleen Hoover;en;Excellent;4.44;80433;747930.00;448758.00;Amazon Digital Services,  Inc,;1;Romance
1968;The Electric Kool-Aid Acid Test;Tom Wolfe;en;Intermediate;3.92;54848;319.93;0.00;Simon and Schuster Digital Sales Inc;0;Nonfiction
1959;The Naked Lunch;William S, Burroughs, James Grauerholz, Barry  Miles;en;Novice;3.46;55473;529.65;317.79;Amazon Digital Services,  Inc,;1;Fiction
1991;The Sandman: Dream Country;Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson;en;Excellent;4.28;67753;426.93;0.00;Amazon Digital Services,  Inc,;1;Graphic Novel
2001;A Painted House;John Grisham;en;Intermediate;3.67;59974;105.93;0.00;Amazon Digital Services,  Inc,;1;Historical Fiction
1969;The Left Hand of Darkness;Ursula K, Le Guin, Lech JÃâ¢czmyk;en;Excellent;4.05;61888;822830.00;493698.00;Amazon Digital Services,  Inc,;0;Science Fiction
2008;Let It Snow: Three Holiday Romances;John Green, Maureen Johnson, Lauren Myracle;en;Intermediate;3.84;57632;1149180.00;689508.00;Random;1;Romance
2010;Full Dark, No Stars;Stephen King;en;Excellent;4.03;60672;640930.00;384558.00;Penguin;0;Horror
2014;Being Mortal: Medicine and What Matters in the End;Atul Gawande;en;Famous;4.40;56510;319.93;0.00;Random;0;Nonfiction
1987;Intensity;Dean Koontz;en;Excellent;4.04;58062;104.94;0.00;Amazon Digital Services,  Inc,;0;Thriller
2010;Chelsea Chelsea Bang Bang;Chelsea Handler;en;Intermediate;3.81;55355;477.00;286.20;Amazon Digital Services,  Inc,;0;Memoir
1959;Hawaii;James A, Michener;en;Excellent;4.18;59963;212.00;0.00;Hachette;1;Historical Fiction
1961;Revolutionary Road;Richard Yates;en;Intermediate;3.89;56550;735640.00;441384.00;Amazon Digital Services,  Inc,;1;Historical Fiction
2006;Nick & Norah's Infinite Playlist;Rachel Cohn, David Levithan;en;Intermediate;3.73;60372;846940.00;508164.00;Penguin;1;Young Adult
1966;Rosencrantz and Guildenstern are Dead;Tom Stoppard, Henry Popkin;en;Excellent;4.06;67077;1334540.00;800724.00;Random;1;Historical Fiction
2011;Forever;Maggie Stiefvater;en;Excellent;3.91;85034;827860.00;496716.00;Random;0;Young Adult
1996;The Beach;Alex Garland;en;Intermediate;3.91;52333;589360.00;353616.00;Penguin;1;Historical Fiction
2010;Saving CeeCee Honeycutt;Beth Hoffman, Jenna Lamia;en;Intermediate;3.92;54341;316.94;0.00;Hachette;0;Romance
2012;Deadlocked;Charlaine Harris;en;Intermediate;3.65;65932;1058940.00;635364.00;Amazon Digital Services,  Inc,;0;Historical Fiction
2002;Everything's Eventual: 14 Dark Tales;Stephen King;en;Excellent;3.94;60932;316940.00;190164.00;Amazon Digital Services,  Inc,;0;Horror
1955;Beezus and Ramona;Beverly Cleary;en;Intermediate;3.97;75987;740940.00;444564.00;Amazon Digital Services,  Inc,;1;Children’s
1972;The Farthest Shore;Ursula K, Le Guin;en;Excellent;4.11;65626;210940.00;0.00;Random;0;Science Fiction
1996;Airframe;Michael Crichton;en;Intermediate;3.66;59229;104940.00;0.00;Amazon Digital Services,  Inc,;0;Thriller
1982;Magician;Raymond E, Feist;en;Excellent;4.17;62432;815140.00;489084.00;Amazon Digital Services,  Inc,;0;Fantasy
2004;Bet Me;Jennifer Crusie;en;Intermediate;3.95;70737;846940.00;508164.00;Random;0;Romance
1994;Long Walk to Freedom: The Autobiography of Nelson Mandela;Nelson Mandela;en;Excellent;4.31;43927;316940.00;0.00;Random;1;Biography
2014;Gray Mountain;John Grisham;en;Intermediate;3.52;37379;104940.00;62964.00;Amazon Digital Services,  Inc,;0;Thriller
1989;The Power of One;Bryce Courtenay;en;Excellent;4.34;57312;846940.00;508164.00;Amazon Digital Services,  Inc,;1;Historical Fiction
1930;The Maltese Falcon;Dashiell Hammett;en;Famous;3.92;58742;846940.00;508164.00;Random;1;Mystery
2011;Night Road;Kristin Hannah;en;Excellent;4.17;58028;104940.00;62964.00;Hachette;0;Nonfiction
1999;Tripwire;Lee Child;en;Excellent;4.07;55251;316940.00;0.00;Amazon Digital Services,  Inc,;0;Thriller
2013;Twelve Years a Slave;Solomon Northup;en;Excellent;4.20;112905;7000000.00;3500000.00;Knopf;1;Biography
2009;In the Heart of the Sea;Nathaniel Philbrick;en;Excellent;4.10;115587;6000000.00;2900000.00;Houghton Mifflin;1;Mystery
2016;Brooklyn;Colm Tóibín;en;Famous;3.74;149982;4000000.00;1500000.00;Viking;1;Romance
2016;The Underground Railroad;Colson Whitehead;en;Excellent;4.10;431900;5500000.00;2700000.00;Scribner;1;Historical Fiction
2017;It Ends with Us;Colleen Hoover;en;Excellent;4.10;4370470;6000000.00;3000000.00;Doubleday;0;Romance
2018;Becoming;Michelle Obama;en;Famous;4.40;220000;10000000.00;4500000.00;Atria Books;1;Memoir
2018;Circe;Madeline Miller;en;Famous;4.20;1266355;4000000.00;1800000.00;Crown;0;Fantasy
2020;A Promised Land;Barack Obama;en;Famous;4.30;1156605;8000000.00;3600000.00;Little, Brown;1;Memoir
2020;The Night Circus;Erin Morgenstern;en;Novice;4.00;1064943;3800000.00;1600000.00;Crown;0;Fantasy
2021;The Four Winds;Kristin Hannah;en;Excellent;4.30;890474;4500000.00;2000000.00;Doubleday;0;Historical Fiction
2022;Tomorrow, and Tomorrow, and Tomorrow;Gabrielle Zevin;en;Intermediate;4.10;1238042;2000000.00;900000.00;St, Martin's Press;0;Fiction
2023;Spare;Prince Harry;en;Famous;3.80;413924;3000000.00;1200000.00;Knopf;1;Memoir
2024;Lessons in Chemistry;Bonnie Garmus;en;Novice;4.24;25000;1800000.00;800000.00;Penguin;0;Fiction
2015;The Girl on the Train;Paula Hawkins;en;Famous;4.50;350000;20000000.00;8000000.00;Doubleday;1;Thriller
2016;La Vérité sur l'Affaire Harry Quebert;Joël Dicker;fr;Intermediate;4.20;214000;3000000.00;1200000.00;Riverhead Books;1;Mystery
2017;Der Insasse;Sebastian Fitzek;de;Famous;4.20;25397;4000000.00;1500000.00;Éditions de Fallois;0;Thriller
1987;Norwegian Wood;Haruki Murakami;en;Famous;4.00;692000;5000000.00;2000000.00;Droemer Knaur;1;Fiction
2019;Pachinko;Min Jin Lee;en;Intermediate;4.30;300000;3500000.00;1400000.00;Kodansha;1;Historical Fiction
2011;La sombra del viento;Carlos Ruiz Zafón;es;Famous;4.60;2880;6000000.00;2700000.00;Grand Central Pub;1;Mystery
2021;The Henna Artist;Alka Joshi;en;Intermediate;4.20;202000;2100000.00;900000.00;Planeta;0;Historical Fiction
2022;Klara und die Sonne;Kazuo Ishiguro;de;Excellent;4.60;405407;1500000.00;700000.00;Atria Books;0;Satire
2023;Die Spiegelreisende;Christelle Dabos;fr;Intermediate;4.10;315000;1200000.00;600000.00;S, Fischer Verlag;0;Fantasy
2024;Llamas de fuego;Javier Castillo;es;Intermediate;3.53;19100;900000.00;400000.00;Gallimard;0;Thriller
2016;Zuleikha Opens Her Eyes;Guzel Yakhina;ru;Novice;4.40;17515;2500000.00;1200000.00;Planeta;1;Historical Fiction
2017;El día que se perdió el amor;Javier Castillo;es;Intermediate;3.50;19100;2800000.00;1100000.00;AST (Russia);0;Thriller
2018;Boy Swallows Universe;Trent Dalton;en;Intermediate;4.34;94100;3500000.00;1600000.00;Suma (Planeta);1;Fiction
2019;La cara norte del corazón;Dolores Redondo;es;Intermediate;4.10;10700;1800000000.00;14700000.00;HarperCollins Australia;1;Thriller
2014;Big Little Lies;Liane Moriarty;en;Famous;4.30;10855379;10000000.00;4000000.00;La cara norte del corazón;1;Mystery
2016;Truly Madly Guilty;Liane Moriarty;en;Famous;4.50;2946;3000000.00;1200000.00;Penguin;1;Thriller
2013;The Husband's Secret;Liane Moriarty;en;Famous;4.00;711542;4000000.00;1500000.00;Flatiron Books;1;Thriller
2018;Nine Perfect Strangers;Liane Moriarty;en;Famous;3.60;466689;3000000.00;1200000.00;Berkley;1;Mystery
2021;Apples Never Fall;Liane Moriarty;en;Famous;3.80;425274;2500000.00;1000000.00;Flatiron Books;1;Thriller
2011;The Hypnotist's Love Story;Liane Moriarty;en;Famous;3.70;157659;1500000.00;600000.00;Flatiron Books;1;Thriller
2009;What Alice Forgot;Liane Moriarty;en;Famous;4.10;502074;3000000.00;1200000.00;Pan Macmillan;1;Fiction
2015;Soumission;Michel Houellebecq;fr;Famous;3.65;49793;17600000.00;7500000.00;Crown Publishing Group;0;Politics
2017;L'Art de perdre;Alice Zeniter;fr;Intermediate;4.37;8452;10500000.00;5450000.00;Flammarion;0;Historical Fiction
2023;Veiller sur elle;Baptiste Andrea;fr;Novice;4.29;8683;700000000.00;10000000.00;LArt de perdre in Frankreich;1;Fantasy
2021;Le pays des autres;Leïla Slimani;fr;Famous;3.80;16807;3600000.00;3000000.00;L'Iconoclaste;0;Historical Fiction
1997;Harry Potter and the Philosophers Stone;J,K, Rowling;en;Famous;4.50;11024224;1500000000.00;1000000000.00;Gallimard;1;Fantasy
1998;Harry Potter and the Chamber of Secrets;J,K, Rowling;en;Famous;4.40;4300000;700000000000.00;1000000000.00;Bloomsbury/Scholastic;1;Fantasy
1999;Harry Potter and the Prisoner of Azkaban;J,K, Rowling;en;Famous;4.58;4658341;750000000000.00;1000000000.00;Bloomsbury/Scholastic;1;Fantasy
2000;Harry Potter and the Goblet of Fire;J,K, Rowling;en;Famous;4.60;3551966;800000000000.00;1000000000.00;Bloomsbury/Scholastic;1;Fantasy
2003;Harry Potter and the Order of the Phoenix;J,K, Rowling;en;Famous;4.50;3678358;750000000000.00;1000000000.00;Bloomsbury/Scholastic;1;Fantasy
2005;Harry Potter and the Half?Blood Prince;J,K, Rowling;en;Famous;4.60;3551966;750000000000.00;1000000000.00;Bloomsbury/Scholastic;1;Fantasy
2007;Harry Potter and the Deathly Hallows;J,K, Rowling;en;Famous;4.60;3997834;800000000000.00;1000000000.00;Bloomsbury/Scholastic;1;Fantasy
2012;Fifty Shades of Grey;E,?L, James;en;Famous;3.70;2803609;720000000.00;300000000.00;Bloomsbury/Scholastic;1;Nonfiction
2006;Twilight;Stephenie Meyer;en;Excellent;3.66;7104886;1900000000000.00;2960000000.00;Vintage Books;1;Fantasy
2003;The Da Vinci Code;Dan Brown;en;Famous;3.80;2470069;1200000000.00;8000000.00;Hachette;1;Thriller
2008;The Hunger Games;Suzanne Collins;en;Famous;4.35;9553978;1200000000000.00;3300000000.00;Penguin;1;Young Adult
2009;The Lost Symbol;Dan Brown;en;Famous;3.80;638760;100000000000.00;300000000.00;Scholastic Corporation;0;Thriller
2009;The Help;Kathryn Stockett;en;Famous;4.50;2954711;160000000.00;70000000.00;Penguin;1;Fantasy
