Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre_new;Gross_sales/ Bruttoumsatz;Publisher_Revenue;Publisher;Verfilmt
1996;Frindle;Andrew Clements, Brian Selznick;en-US;Intermediate;3,79;83.351;Children;712,81 Ä;427.686,00 Ä;Macmillan;Nein
2009;Dog Days;Jeff Kinney;en-US;Excellent;4,14;78.592;Children;474,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Round House;Louise Erdrich;eng;Intermediate;3,91;67.928;Literarische Fiktion;355,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1973;A Wind in the Door;Madeleine L'Engle;eng;Excellent;4,07;87.277;Fantasy / Jugend;355,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;Free Four: Tobias Tells the Divergent Story;Veronica Roth;eng;Excellent;4,18;81.621;Jugend / Dystopie;1.188,81 Ä;713.286,00 Ä;Hachette;Nein
2015;A Little Life;Hanya Yanagihara;eng;Excellent;4,27;66.782;Literarische Fiktion / Drama;355,81 Ä;213.486,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;Y: The Last Man, Vol, 1: Unmanned;Brian K, Vaughan, Pia Guerra, Jos√É¬© Marz√É¬°n Jr,;eng;Excellent;4,12;81.326;Comic / Graphic Novel / Sci-Fi;117,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;The Alloy of Law;Brandon Sanderson;eng;Excellent;4,2;72.185;Fantasy;593,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;Dead Reckoning;Charlaine Harris;eng;Intermediate;3,77;87.066;Mystery / Thriller;117,81 Ä;70.686,00 Ä;Amazon Digital Services,  Inc,;Nein
1985;The Accidental Tourist;Anne Tyler, Jennifer Bassett;eng;Intermediate;3,9;80.075;Literarische Fiktion;784,21 Ä;470.526,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;Aristotle and Dante Discover the Secrets of the Universe;Benjamin Alire S√É¬°enz;en;Excellent;4,34;108.884;Young Adult;1.082,90 Ä;649,74 Ä;Amazon Digital Services,  Inc,;Ja
1897;The Invisible Man;H,G, Wells;eng;Intermediate;3,62;84.778;Science-Fiction / Klassiker;117,81 Ä;70.686,00 Ä;Macmillan;Ja
1985;Hard-Boiled Wonderland;Haruki Murakami, Alfred Birnbaum;eng;Excellent;4,15;147.890;Nonfiction japan;117,81 Ä;70.686,00 Ä;Amazon Digital Services,  Inc,;Nein
1994;Na margem do rio Piedra eu sentei e chorei;Paulo Coelho, Alan R, Clarke;eng;Intermediate;3,57;62.106;Spiritualit‰t / Romantik;915,11 Ä;549.066,00 Ä;Random;Nein
1812;Der Schweizerische Robinson;Johann David Wyss, Scott McKowen, Arthur Pober;eng;Intermediate;3,92;78.355;Adventure ;355,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1990;Four Past Midnight;Stephen King;en-GB;Intermediate;3,9;76.376;Horror / Thriller;640,22 Ä;384.132,00 Ä;Harper;Nein
2012;The Marriage Bargain;Jennifer Probst;eng;Intermediate;3,81;91.630;Romance;1.307,81 Ä;784.686,00 Ä;Random;Nein
1909;Anne of Avonlea;L,M, Montgomery;en-US;Excellent;4,21;99.918;Children;117,81 Ä;70.686,00 Ä;Amazon Digital Services,  Inc,;Ja
1930;The Little Engine That Could;Watty Piper, Doris Hauman, George Hauman;en-US;Excellent;4,15;82.102;Children;593,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2013;We Are All Completely Beside Ourselves;Karen Joy Fowler;eng;Intermediate;3,71;59.973;Literarische Fiktion;355,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1996;Children of the Mind;Orson Scott Card;eng;Intermediate;3,74;74.517;Science-Fiction;1.022,21 Ä;613.326,00 Ä;Amazon Digital Services,  Inc,;Nein
1922;Ulysses;James Joyce;eng;Intermediate;3,74;76.791;Literarische Fiktion / Modernistischer Roman;117,81 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1998;Someone Like You;Sarah Dessen;eng;Intermediate;3,94;84.358;Young Adult;355,81 Ä;213.486,00 Ä;Simon and Schuster Digital Sales Inc;Nein
2003;Moloka'i;Alan Brennert;en-US;Excellent;4,15;75.307;Historischer Roman;950,81 Ä;570.486,00 Ä;Harper;Ja
1990;The Witching Hour;Anne Rice;eng;Excellent;4,1;79.824;Gothic / Horror;357,54 Ä;214.524,00 Ä;Amazon Digital Services,  Inc,;Ja
1986;This Present Darkness;Frank E, Peretti;eng;Excellent;4,24;71.815;Religiˆser Thriller;352,82 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;The Coincidence of Callie & Kayden;Jessica Sorensen;eng;Excellent;4,21;97.615;Romance / Jugendbuch;116,82 Ä;70.092,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;Fates and Furies;Lauren Groff;eng;Intermediate;3,56;66.085;Literarische Fiktion;862,58 Ä;517.548,00 Ä;Harper;Nein
1998;Summer Sisters;Judy Blume;en;Intermediate;3,83;73.515;Young Adult;862,58 Ä;517.548,00 Ä;Penguin;Nein
1945;Stuart Little;E,B, White, Garth Williams;en-US;Intermediate;3,88;89.033;Children;352,82 Ä;211.692,00 Ä;Amazon Digital Services,  Inc,;Ja
1953;The Foundation Trilogy;Isaac Asimov;eng;Excellent;4,39;72.311;Science-Fiction;1.060,82 Ä;636.492,00 Ä;Harper;Ja
1999;The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory;Brian Greene;en-US;Excellent;4,06;32.626;Wissenschaft / Popul‰rwissenschaft;352,82 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2000;The Austere Academy;Lemony Snicket, Brett Helquist;eng;Intermediate;3,97;99.311;Jugendbuch / Mystery;116,82 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2001;Seven Up;Janet Evanovich;en-US;Excellent;4,15;94.506;Krimi / Thriller;1.320,42 Ä;792.252,00 Ä;Harper;Nein
2009;The Awakening;Kelley Armstrong;eng;Excellent;4,16;95.026;Children;761,10 Ä;456,66 Ä;Simon and Schuster Digital Sales Inc;Nein
2003;Death Masks;Jim Butcher;eng;Excellent;4,32;83.664;Fantasy;654,90 Ä;392,94 Ä;Amazon Digital Services,  Inc,;Nein
1993;Stellaluna;Janell Cannon;en-US;Excellent;4,22;87.423;Historischer Roman;116,82 Ä;70.092,00 Ä;Amazon Digital Services,  Inc,;Nein
2007;Before They Are Hanged;Joe Abercrombie;eng;Excellent;4,27;68.865;Krimi / Thriller;116,82 Ä;70.092,00 Ä;Random;Nein
2007;Loving Frank;Nancy Horan;en-US;Intermediate;3,73;72.734;Children;824,82 Ä;494.892,00 Ä;Hachette;Ja
2002;Hard Eight;Janet Evanovich, Lorelei King;en-US;Excellent;4,17;93.057;Fantasy / Dark Fantasy;1.060,82 Ä;636.492,00 Ä;Random;Nein
2001;The Vile Village;Lemony Snicket, Brett Helquist;eng;Intermediate;3,94;89.733;Historischer Fantasy;706,82 Ä;424.092,00 Ä;Penguin;Nein
1973;Sybil;Flora Rheta Schreiber;en-US;Intermediate;3,99;72.493;Biografisch / Memoir;502,68 Ä;301.608,00 Ä;Harper;Ja
1980;Cosmos;Carl Sagan;eng;Excellent;4,35;76.440;Popul‰rwissenschaft;1.131,62 Ä;678.972,00 Ä;Penguin;Ja
2005;Haunted: A Novel of Stories;Chuck Palahniuk;eng;Intermediate;3,59;68.861;Horror / Kurzgeschichten;234,82 Ä;140.892,00 Ä;Simon and Schuster Digital Sales Inc;Nein
1987;The Shell Seekers;Rosamunde Pilcher;eng;Excellent;4,13;73.573;Frauenliteratur / Drama;588,82 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2006;What Is the What: The Autobiography of Valentino Achak Deng;Dave Eggers;eng;Excellent;4,16;59.333;Memoir / Autobiografie;1.680,32 Ä;1.008.192,00 Ä;Penguin;Ja
1981;Chronicle of a Death Foretold;Gabriel Garcia;eng;Intermediate;3,95;56.200;Fiction classics;1.128,08 Ä;676.848,00 Ä;Simon and Schuster Digital Sales Inc;Ja
1891;A Scandal in Bohemia;Ronald Holt, Arthur Conan Doyle;en;Excellent;4,22;65.422;Triller;352,82 Ä;211.692,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;Killing Lincoln: The Shocking Assassination that Changed America Forever;Bill O'Reilly, Martin Dugard;eng;Excellent;4,02;71.868;Sachbuch / Geschichte;872,02 Ä;523.212,00 Ä;Amazon Digital Services,  Inc,;Ja
2013;The Lowland;Jhumpa Lahiri;eng;Intermediate;3,82;62.231;Literarische Fiktion;470,82 Ä;282.492,00 Ä;Amazon Digital Services,  Inc,;Ja
2004;The Ruins of Gorlan;John Flanagan;eng;Excellent;4,2;83.085;Fantasy / Jugendbuch;824,82 Ä;494.892,00 Ä;Random;Ja
2009;Wintergirls;Laurie Halse Anderson;eng;Intermediate;3,98;87.665;Young Adult;352,82 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2000;The Brethren;John Grisham;en;Intermediate;3,71;69.351;Rechtsthriller;942,82 Ä;565.692,00 Ä;Penguin;Nein
1997;Assassin's Quest;Robin Hobb;eng;Excellent;4,18;67.125;Fantasy / High Fantasy;470,82 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1967;Rosemary's Baby;Ira Levin;eng;Intermediate;3,96;78.766;Horror;588,82 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1984;The Talisman;Stephen King, Peter Straub;en-US;Excellent;4,12;79.508;Horror / Fantasy;234,82 Ä;140.892,00 Ä;Amazon Digital Services,  Inc,;Nein
1998;The Path of Daggers;Robert Jordan;eng;Intermediate;3,9;74.815;Fantasy / High Fantasy;234,82 Ä;140.892,00 Ä;Amazon Digital Services,  Inc,;Nein
1958;The Dharma Bums;Jack Kerouac;en-US;Intermediate;3,94;62.454;Beat-Literatur / Reiseliteratur;725,70 Ä;435,42 Ä;Amazon Digital Services,  Inc,;Nein
2010;The Reckoning;Kelley Armstrong;en-GB;Excellent;4,21;92.922;Fantasy / Urban Fantasy;466,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity;Katherine Boo;en-US;Intermediate;3,97;69.596;Nonfiction;934,83 Ä;560.898,00 Ä;Random;Nein
1934;Mary Poppins;P,L, Travers, Mary Shepard;en-US;Excellent;4,05;82.706;Children;349,83 Ä;209.898,00 Ä;Amazon Digital Services,  Inc,;Ja
2007;Red Seas Under Red Skies;Scott Lynch;eng;Excellent;4,23;68.255;Fantasy / Abenteuer;349,83 Ä;209.898,00 Ä;Amazon Digital Services,  Inc,;Nein
1984;The House on Mango Street;Sandra Cisneros;eng;Intermediate;3,57;81.579;Young Adult;115,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;City of Thieves;David Benioff;en-GB;Excellent;4,28;68.063;Historische Fiktion / Krieg;232,83 Ä;139.698,00 Ä;Harper;Nein
2007;Halfway to the Grave;Jeaniene Frost;eng;Excellent;4,18;106.608;Fantasy / Paranormal Romance;232,83 Ä;139.698,00 Ä;Amazon Digital Services,  Inc,;Nein
1980;The Twits;Roald Dahl, Quentin Blake;eng;Intermediate;3,94;82.458;Children;855,27 Ä;513.162,00 Ä;Random;Nein
2003;Abhorsen;Garth Nix;en-US;Excellent;4,29;80.740;Fantasy / Jugendbuch;1.519,83 Ä;911.898,00 Ä;Amazon Digital Services,  Inc,;Ja
2002;The Beach House;James Patterson, Peter de Jonge;eng;Intermediate;3,82;68.676;Thriller / Mystery;466,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1987;Eyes of the Dragon;Stephen King;eng;Intermediate;3,92;72.714;Fantasy / Dark Fantasy;700,83 Ä;420.498,00 Ä;Harper;Ja
1976;Children of Dune;Frank Herbert;eng;Intermediate;3,9;74.133;Science-Fiction;115,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;Leviathan Wakes;James S,A, Corey;eng;Excellent;4,2;68.416;Science-Fiction / Space Opera;1.689,48 Ä;1.013.688,00 Ä;Harper;Ja
2015;Queen of Shadows;Sarah J, Maas;eng;Famous;4,6;99.067;Fantasy / Jugendbuch;349,83 Ä;209.898,00 Ä;Macmillan;Nein
1991;Maus II : And Here My Troubles Began ;Art Spiegelman;eng;Famous;4,41;90.147;Graphic Novel / Holocaust / Memoir;583,83 Ä;350.298,00 Ä;Hachette;Nein
1962;The Snowy Day;Ezra Jack Keats;eng;Excellent;4,13;81.914;Children;1.170,00 Ä;702,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;To the Nines;Janet Evanovich;eng;Excellent;4,16;86.963;Krimi / Humor;1.402,83 Ä;841.698,00 Ä;Penguin;Nein
2012;Where We Belong;Emily Giffin;en-US;Intermediate;3,86;68.224;Frauenliteratur / Romanze;115,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1994;The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus;Richard   Preston;eng;Excellent;4,1;72.207;Nonfiction;349,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1999;Sputnik Sweetheart;Haruki Murakami, Philip Gabriel;eng;Intermediate;3,82;62.229;Fiction japan;1.084,59 Ä;650.754,00 Ä;Penguin;Ja
2012;The Signature of All Things;Elizabeth Gilbert;eng;Intermediate;3,81;61.135;istorische Fiktion / Familiensaga;232,83 Ä;139.698,00 Ä;Amazon Digital Services,  Inc,;Nein
2003;Eats, Shoots and Leaves;Lynne Truss;en-US;Intermediate;3,86;79.117;Sachbuch / Sprache / Humor;466,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;Dead Witch Walking;Kim Harrison;en-US;Excellent;4,04;91.390;Urban Fantasy / Paranormal Romance;349,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2009;An Echo in the Bone;Diana Gabaldon;eng;Famous;4,42;68.854;Historische Fantasy / Zeitreise;1.391,13 Ä;834.678,00 Ä;Simon and Schuster Digital Sales Inc;Ja
2011;Unearthly;Cynthia Hand;en-US;Excellent;4,06;99.942;Fantasy / Jugendbuch / Romantik;232,83 Ä;139.698,00 Ä;Hachette;Nein
1988;The Case for Christ;Lee Strobel;en;Excellent;4,1;67.128;Nonfiction;799,11 Ä;479.466,00 Ä;Macmillan;Ja
2005;Knife of Dreams;Robert Jordan;en-US;Excellent;4,12;71.379;Fantasy / High Fantasy;349,83 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2002;Hoot;Carl Hiaasen;eng;Intermediate;3,81;75.275;Young Adult / Romantik / Drama;583,83 Ä;350.298,00 Ä;Penguin;Ja
2012;This is How You Lose Her;Junot D√É¬≠az;eng;Intermediate;3,75;66.720;Literarische Fiktion / Kurzgeschichten / Beziehungen;624,08 Ä;374.448,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;After Dark;Haruki Murakami, Jay Rubin;eng;Intermediate;3,68;181.000;Fiction japan;694,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1992;Ishmael: An Adventure of the Mind and Spirit;Daniel Quinn;en-US;Intermediate;3,97;63.304;Philosophischer Roman / Umwelt;892,04 Ä;535.224,00 Ä;Random;Nein
2010;It's Not Summer Without You;Jenny Han;en-US;Excellent;4,14;80.367;Young Adult / Romantik / Drama;346,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2012;Pushing the Limits;Katie McGarry;eng;Excellent;4,08;93.818;Young Adult / Romantik / Drama;462,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2001;Quidditch Through the Ages;Kennilworthy Whisp, J,K, Rowling;eng;Intermediate;3,85;90.908;Fantasy / Fiktiver Sport / Harry Potter;114,84 Ä;68.904,00 Ä;Random;Nein
1977;Miss Nelson Is Missing!;Harry Allard, James  Marshall;eng;Excellent;4,26;77.206;Children;1.158,84 Ä;695.304,00 Ä;Penguin;Nein
1979;The Long Walk;Richard Bachman, Stephen King;eng;Excellent;4,11;71.775;Dystopie / Thriller;462,84 Ä;277.704,00 Ä;Hachette;Ja
2001;The Ersatz Elevator;Lemony Snicket, Brett Helquist;eng;Excellent;4,01;90.071;Children;230,84 Ä;138.504,00 Ä;Random;Ja
2004;Messenger ;Lois Lowry;eng;Intermediate;3,9;79.746;Dystopie / Jugendbuch / Fantasy;462,84 Ä;277.704,00 Ä;Amazon Digital Services,  Inc,;Nein
2007;Lover Revealed;J,R, Ward;eng;Excellent;4,3;97.830;Paranormale Romantik / Urban Fantasy;694,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;'Salem's Lot The Illustrated Edition;Stephen King, Jerry N, Uelsmann;eng;Excellent;4,25;72.797;Horror;770,24 Ä;462.144,00 Ä;Hachette;Ja
2007;The Mysterious Benedict Society;Trenton Lee Stewart, Carson Ellis;en-US;Excellent;4,14;87.335;Children;114,84 Ä;68.904,00 Ä;Amazon Digital Services,  Inc,;Ja
2007;God is Not Great: How Religion Poisons Everything;Christopher Hitchens;eng;Intermediate;3,96;64.347;Nonfiction;694,84 Ä;416.904,00 Ä;Amazon Digital Services,  Inc,;Nein
2013;Never Too Far (Too Far, #2);Abbi Glines;eng;Excellent;4,21;97.616;New Adult / Romantik;114,84 Ä;68.904,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;State of Fear;Michael Crichton;eng;Intermediate;3,69;65.397;Thriller / Wissenschaft / ÷ko-Katastrophe;114,84 Ä;68.904,00 Ä;Amazon Digital Services,  Inc,;Nein
2012;The Statistical Probability of Love at First Sight;Jennifer E, Smith;eng;Intermediate;3,8;89.356;Jugendbuch / Romantik;114,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2004;The Golem's Eye;Jonathan Stroud;en-US;Excellent;4,09;69.058;Fantasy / Jugendbuch / Magie;810,84 Ä;486.504,00 Ä;Simon and Schuster Digital Sales Inc;Nein
1980;Still Life with Woodpecker;Tom Robbins;eng;Excellent;4,04;56.802;Literarische Fiktion / Satire / Liebesgeschichte;346,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;Those Who Save Us;Jenna Blum;en-US;Excellent;4,12;68.480;Historische Fiktion / Holocaust;114,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2005;The Broker;John Grisham;eng;Intermediate;3,77;65.428;Thriller / Justiz / Politik;114,84 Ä;68.904,00 Ä;Amazon Digital Services,  Inc,;Nein
2011;Across the Universe;Beth Revis;eng;Intermediate;3,78;94.176;Science-Fiction / Jugendbuch / Romantik;462,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1978;The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth;M, Scott Peck;en-US;Excellent;4,03;61.238;Psychologie / Lebenshilfe / Spiritualit‰t;1.042,84 Ä;625.704,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;Blood Rites;Jim Butcher;eng;Excellent;4,33;79.627;Fantasy / Urban Fantasy / Magie;1.041,68 Ä;625.008,00 Ä;Amazon Digital Services,  Inc,;Nein
1942;The Boxcar Children;Gertrude Chandler Warner, L, Kate Deal;en-US;Excellent;4,09;92.916;Children;1.506,84 Ä;904.104,00 Ä;Simon and Schuster Digital Sales Inc;Ja
2013;The Silent Wife;A,S,A, Harrison;eng;Novice;3,3;60.323;Psychologischer Thriller;784,16 Ä;470.496,00 Ä;Amazon Digital Services,  Inc,;Ja
2011;How to Be a Woman;Caitlin Moran;eng;Intermediate;3,73;70.446;Autobiografie / Feminismus / Humor;346,84 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2016;A Court of Mist and Fury;Sarah J, Maas;eng;Famous;4,72;108.384;Fantasy / Romantasy / Erotik;1.158,84 Ä;695.304,00 Ä;Simon and Schuster Digital Sales Inc;Ja
2010;Life;Keith Richards;en-GB;Intermediate;3,84;60.409;Autobiografie / Musik;926,84 Ä;556.104,00 Ä;Random;Nein
2008;Unaccustomed Earth;Jhumpa Lahiri;eng;Excellent;4,11;60.126;Kurzgeschichten / Immigration / Beziehungen;458,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1998;The Pilot's Wife;Anita Shreve;eng;Intermediate;3,5;71.777;Roman / Tragˆdie / Geheimnis;1.367,35 Ä;820,41 Ä;Simon and Schuster Digital Sales Inc;Ja
1985;White Noise;Don DeLillo;eng;Intermediate;3,86;55.678;Postmoderne / Gesellschaftskritik;573,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1992;Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest;Stephen E, Ambrose;eng;Famous;4,42;66.079;Sachbuch / Geschichte / Zweiter Weltkrieg;343,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1859;On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life;Charles Darwin;eng;Intermediate;3,97;64.162;Wissenschaft / Evolution / Naturgeschichte;1.033,85 Ä;620,31 Ä;Harper;Nein
2003;Blankets;Craig Thompson;eng;Excellent;4,06;70.454;Graphic Novel / Coming of Age / Autobiografisch;343,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;The Story of Edgar Sawtelle;David Wroblewski;eng;Intermediate;3,6;70.382;Literarische Fiktion / Tiere / Familie;343,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2000;Drowning Ruth;Christina Schwarz;eng;Intermediate;3,73;67.768;Roman / Drama / Familie;573,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
1971;Post Office;Charles Bukowski;en-US;Excellent;4,01;59.295;Satire / Groteske / Arbeiterklasse;343,85 Ä;206,31 Ä;Harper;Nein
1992;All the Pretty Horses;Cormac McCarthy;eng;Intermediate;3,97;68.451;Western / Coming of Age / Abenteuer;458,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1914;Sherlock Holmes: The Complete Novels and Stories, Vol 2;Arthur Conan Doyle, Kyle Freeman;en;Famous;4,46;66.857;Triller;1.263,85 Ä;758,31 Ä;Random;Ja
1997;One Piece, Volume 01;Eiichir√Ö¬ç Oda, Andy Nakatani;eng;Famous;4,42;67.047;Manga / Abenteuer / Piraten;458,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1968;The Last Unicorn;Peter S, Beagle;eng;Excellent;4,18;76.277;Fantasy / Fabelwesen / Klassiker;343,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2005;Magyk;Angie Sage;eng;Intermediate;3,8;86.805;Fantasy / Magie / Kinderbuch;343,85 Ä;206,31 Ä;Amazon Digital Services,  Inc,;Nein
2000;Fever 1793;Laurie Halse Anderson;en-US;Intermediate;3,89;81.945;Historische Fiktion / Jugendbuch / Seuchen;458,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
2008;The Likeness;Tana French;eng;Excellent;4,05;72.480;Triller;803,85 Ä;482,31 Ä;Penguin;Ja
2015;Dead Wake: The Last Crossing of the Lusitania;Erik Larson;eng;Excellent;4,07;61.439;Nonfiction;930,35 Ä;558,21 Ä;Penguin;Nein
1894;The Jungle Book;Rudyard Kipling;eng;Intermediate;3,94;67.107;Children;113,85 Ä;68,31 Ä;Amazon Digital Services,  Inc,;Ja
2013;I Am Pilgrim;Terry Hayes;eng;Excellent;4,23;49.740;Thriller / Spionage / Verschwˆrung;573,85 Ä;344,31 Ä;Amazon Digital Services,  Inc,;Ja
1956;Howl and Other Poems ;Allen Ginsberg, William Carlos Williams;eng;Excellent;4,14;71.968;Lyrik / Beat Generation / Klassiker;1.269,60 Ä;761,76 Ä;Harper;Nein
1997;Don't Sweat the Small Stuff;Richard Carlson;eng;Intermediate;3,95;63.324;Nonfiction;884,35 Ä;530,61 Ä;Random;Nein
2011;Go the Fuck to Sleep;Adam Mansbach, Ricardo Cort√É¬©s;eng;Excellent;4,26;71.816;Humor / Childrenís parody  ;113,85 Ä;68,31 Ä;Amazon Digital Services,  Inc,;Nein
1992;Mostly Harmless;Douglas Adams;en-US;Intermediate;3,96;72.426;Science Fiction  ;573,85 Ä;344,31 Ä;Simon and Schuster Digital Sales Inc;Nein
2003;Benjamin Franklin: An American Life;Walter Isaacson;eng;Intermediate;3,96;70.335;Biography / History  ;573,85 Ä;344,31 Ä;Macmillan;Nein
2011;The Tiger's Wife;T√É¬©a Obreht;eng;Novice;3,37;66.104;Literary Fiction / Magical Realism  ;113,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2005;Poison Study;Maria V, Snyder;eng;Excellent;4,16;96.417;Fantasy / Romance  ;343,85 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2007;Lover Unbound;J,R, Ward;eng;Excellent;4,33;97.514;Paranormal Romance  ;910,86 Ä;546.516,00 Ä;Amazon Digital Services,  Inc,;Nein
2004;Going Postal;Terry Pratchett;eng;Excellent;4,36;75.186;Fantasy / Satire  ;1.366,86 Ä;820.116,00 Ä;Penguin;Ja
1830;The Book of Mormon;Anonymous, Joseph Smith Jr,;eng;Excellent;4,37;63.530;Religious Text  ;1.366,86 Ä;820.116,00 Ä;Random;Nein
1980;The Mist;Stephen King;en-US;Intermediate;3,92;82.062;Horror / Thriller  ;340,86 Ä;204.516,00 Ä;Amazon Digital Services,  Inc,;Ja
2005;Dead Beat;Jim Butcher;eng;Famous;4,43;78.123;Urban Fantasy  ;568,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;Golden Son;Pierce Brown;eng;Famous;4,46;57.614;Science Fiction / Dystopia  ;112,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2002;Night Watch;Terry Pratchett;eng;Famous;4,47;71.271;Fantasy / Satire  ;910,86 Ä;546.516,00 Ä;Amazon Digital Services,  Inc,;Ja
1986;The Light Fantastic;Terry Pratchett;en-US;Intermediate;3,94;75.196;Fantasy / Satire  ;112,86 Ä;67.716,00 Ä;Amazon Digital Services,  Inc,;Ja
2009;What the Dog Saw and Other Adventures;Malcolm Gladwell;eng;Intermediate;3,82;65.277;Non-fiction / Essays  ;876,66 Ä;525.996,00 Ä;Random;Nein
2015;Pretty Girls;Karin Slaughter;eng;Intermediate;3,95;60.737;Thriller / Crime  ;226,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
2008;Last Argument of Kings;Joe Abercrombie;eng;Excellent;4,26;65.068;Fantasy / Grimdark  ;568,86 Ä;341.316,00 Ä;Macmillan;Nein
2014;Revival;Stephen King;en-US;Intermediate;3,75;53.662;Horror / Supernatural  ;568,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Ja
1954;Horton Hears a Who!;Dr, Seuss;eng;Excellent;4,16;80.883;Childrenís Literature  ;112,86 Ä;67.716,00 Ä;Amazon Digital Services,  Inc,;Ja
2006;The Blind Side: Evolution of a Game;Michael   Lewis;eng;Excellent;4,16;37.792;Non-fiction / Sports  ;226,86 Ä;136.116,00 Ä;Harper;Ja
2001;Lirael;Garth Nix;en-US;Excellent;4,29;78.903;Fantasy / Young Adult  ;876,66 Ä;525.996,00 Ä;Penguin;Nein
2006;School's Out Forever;James Patterson;en-US;Excellent;4,16;90.157;Young Adult / Sci-Fi Thriller  ;340,86 Ä;204.516,00 Ä;Amazon Digital Services,  Inc,;Nein
2015;Winter;Marissa Meyer;eng;Famous;4,49;100.464;Science Fiction / Young Adult / Fairy Tale Retelling  ;397,86 Ä;0,00 Ä;Amazon Digital Services,  Inc,;Nein
